zpid,open_house,open_house_info
15601091,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15638046,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
2057093694,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15581291,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15510225,Thu. 5-7pm,"{'open_house_showing': [{'open_house_end': 1688090400000, 'open_house_start': 1688083200000}, {'open_house_end': 1688173200000, 'open_house_start': 1688166000000}, {'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15509869,Fri. 4-6pm,"{'open_house_showing': [{'open_house_end': 1688173200000, 'open_house_start': 1688166000000}, {'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
15509498,Sat. 1-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15501465,Thu. 5-7pm,"{'open_house_showing': [{'open_house_end': 1688090400000, 'open_house_start': 1688083200000}, {'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
15508847,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18401190,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2064533642,Sun. 11am-1pm,"{'open_house_showing': [{'open_house_end': 1688328000000, 'open_house_start': 1688320800000}]}"
18494039,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18395766,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18490285,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18401849,Sun. 1:30-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688329800000}]}"
18398629,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688328000000, 'open_house_start': 1688317200000}]}"
18401218,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18491171,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18493285,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}]}"
18491170,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18401161,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18491169,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
337917353,Sat. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}]}"
337917418,Sat. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}]}"
337917469,Sat. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}]}"
337917480,Sat. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}]}"
79842275,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
15534224,7/9 1-4pm,"{'open_house_showing': [{'open_house_end': 1688943600000, 'open_house_start': 1688932800000}]}"
15493636,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}]}"
15477532,Fri. 4-6pm,"{'open_house_showing': [{'open_house_end': 1688173200000, 'open_house_start': 1688166000000}, {'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
15505334,Sat. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688241600000}]}"
2057133115,Sun. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
2057151581,Sat. 2-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688245200000}]}"
15639327,Sun. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688335200000, 'open_house_start': 1688328000000}]}"
15475407,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15493403,Sat. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688241600000}, {'open_house_end': 1688335200000, 'open_house_start': 1688328000000}]}"
15493822,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
15503007,Sat. 12-2pm,"{'open_house_showing': [{'open_house_end': 1688245200000, 'open_house_start': 1688238000000}, {'open_house_end': 1688331600000, 'open_house_start': 1688324400000}]}"
181471872,Sat. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688241600000}]}"
15634430,Thu. 5-7pm,"{'open_house_showing': [{'open_house_end': 1688090400000, 'open_house_start': 1688083200000}, {'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15591096,Fri. 5:30-8pm,"{'open_house_showing': [{'open_house_end': 1688180400000, 'open_house_start': 1688171400000}, {'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
15573864,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15574967,Sun. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
60613713,Thu. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688079600000, 'open_house_start': 1688068800000}]}"
60589440,Sun. 11am-2pm,"{'open_house_showing': [{'open_house_end': 1688331600000, 'open_house_start': 1688320800000}, {'open_house_end': 1688418000000, 'open_house_start': 1688407200000}]}"
15514125,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
15511360,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15512230,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
15516252,Sun. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
19611306,Sat. 12-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688238000000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19609565,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19613094,Sat. 1:30-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688243400000}, {'open_house_end': 1688338800000, 'open_house_start': 1688329800000}]}"
19629164,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19527624,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
19522902,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
19667750,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
19679783,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
19751001,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19751055,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}]}"
122247622,Fri. 4:30-6:30pm,"{'open_house_showing': [{'open_house_end': 1688175000000, 'open_house_start': 1688167800000}, {'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
124744628,Fri. 5-7pm,"{'open_house_showing': [{'open_house_end': 1688176800000, 'open_house_start': 1688169600000}, {'open_house_end': 1688252400000, 'open_house_start': 1688238000000}, {'open_house_end': 1688328000000, 'open_house_start': 1688317200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2067316869,Sat. 8-8:30am,"{'open_house_showing': [{'open_house_end': 1688225400000, 'open_house_start': 1688223600000}, {'open_house_end': 1688657400000, 'open_house_start': 1688655600000}]}"
19484320,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}]}"
251278484,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
153118025,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2060761523,Sat. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688241600000}, {'open_house_end': 1688335200000, 'open_house_start': 1688328000000}]}"
19848875,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2064263302,Sat. 8-8:30am,"{'open_house_showing': [{'open_house_end': 1688225400000, 'open_house_start': 1688223600000}, {'open_house_end': 1688657400000, 'open_house_start': 1688655600000}]}"
121042197,Sat. 1:30-3:30pm,"{'open_house_showing': [{'open_house_end': 1688250600000, 'open_house_start': 1688243400000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2057081106,Thu. 11am-5pm,"{'open_house_showing': [{'open_house_end': 1688083200000, 'open_house_start': 1688061600000}, {'open_house_end': 1688169600000, 'open_house_start': 1688148000000}, {'open_house_end': 1688256000000, 'open_house_start': 1688234400000}, {'open_house_end': 1688342400000, 'open_house_start': 1688320800000}]}"
2064285879,Thu. 11am-5pm,"{'open_house_showing': [{'open_house_end': 1688083200000, 'open_house_start': 1688061600000}, {'open_house_end': 1688169600000, 'open_house_start': 1688148000000}, {'open_house_end': 1688256000000, 'open_house_start': 1688234400000}, {'open_house_end': 1688342400000, 'open_house_start': 1688320800000}]}"
19850378,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
19850659,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}, {'open_house_end': 1688857200000, 'open_house_start': 1688846400000}, {'open_house_end': 1688943600000, 'open_house_start': 1688932800000}]}"
2057311949,Thu. 11am-5pm,"{'open_house_showing': [{'open_house_end': 1688083200000, 'open_house_start': 1688061600000}, {'open_house_end': 1688169600000, 'open_house_start': 1688148000000}, {'open_house_end': 1688256000000, 'open_house_start': 1688234400000}, {'open_house_end': 1688342400000, 'open_house_start': 1688320800000}]}"
2131812683,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688857200000, 'open_house_start': 1688850000000}]}"
2057324136,Sat. 11am-5pm,"{'open_house_showing': [{'open_house_end': 1688256000000, 'open_house_start': 1688234400000}, {'open_house_end': 1688342400000, 'open_house_start': 1688320800000}, {'open_house_end': 1688860800000, 'open_house_start': 1688839200000}, {'open_house_end': 1688947200000, 'open_house_start': 1688925600000}, {'open_house_end': 1689465600000, 'open_house_start': 1689444000000}, {'open_house_end': 1689552000000, 'open_house_start': 1689530400000}, {'open_house_end': 1690070400000, 'open_house_start': 1690048800000}, {'open_house_end': 1690156800000, 'open_house_start': 1690135200000}, {'open_house_end': 1690675200000, 'open_house_start': 1690653600000}, {'open_house_end': 1690761600000, 'open_house_start': 1690740000000}]}"
89476235,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}]}"
19513631,Fri. 10am-12pm,"{'open_house_showing': [{'open_house_end': 1688151600000, 'open_house_start': 1688144400000}, {'open_house_end': 1688248800000, 'open_house_start': 1688241600000}, {'open_house_end': 1688335200000, 'open_house_start': 1688328000000}]}"
124208208,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
153175221,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
153151972,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}]}"
19506171,Sun. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688335200000, 'open_house_start': 1688328000000}]}"
2057316550,Sat. 12-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688238000000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19506602,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}]}"
153158530,Sun. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
19757800,Fri. 5:30-7pm,"{'open_house_showing': [{'open_house_end': 1688176800000, 'open_house_start': 1688171400000}, {'open_house_end': 1688254200000, 'open_house_start': 1688241600000}]}"
19754799,Thu. 2-5pm,"{'open_house_showing': [{'open_house_end': 1688083200000, 'open_house_start': 1688072400000}, {'open_house_end': 1688169600000, 'open_house_start': 1688158800000}, {'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19841467,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19831110,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19707179,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
19823492,Sun. 12-3pm,"{'open_house_showing': [{'open_house_end': 1688335200000, 'open_house_start': 1688324400000}]}"
300481833,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}]}"
19694528,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19748687,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19677446,Sat. 11am-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688234400000}]}"
19678426,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19694262,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
2057160348,Sat. 10am-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688230800000}, {'open_house_end': 1688338800000, 'open_house_start': 1688317200000}, {'open_house_end': 1688857200000, 'open_house_start': 1688835600000}, {'open_house_end': 1688943600000, 'open_house_start': 1688922000000}]}"
2057773786,Sat. 10am-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688230800000}, {'open_house_end': 1688338800000, 'open_house_start': 1688317200000}, {'open_house_end': 1688857200000, 'open_house_start': 1688835600000}, {'open_house_end': 1688943600000, 'open_house_start': 1688922000000}]}"
2057769133,Sat. 8-8:30am,"{'open_house_showing': [{'open_house_end': 1688225400000, 'open_house_start': 1688223600000}, {'open_house_end': 1688657400000, 'open_house_start': 1688655600000}]}"
19777100,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}, {'open_house_end': 1688857200000, 'open_house_start': 1688846400000}, {'open_house_end': 1688943600000, 'open_house_start': 1688932800000}]}"
19774471,Fri. 5-7pm,"{'open_house_showing': [{'open_house_end': 1688176800000, 'open_house_start': 1688169600000}, {'open_house_end': 1688254200000, 'open_house_start': 1688243400000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
19571265,Sun. 2-4:30pm,"{'open_house_showing': [{'open_house_end': 1688340600000, 'open_house_start': 1688331600000}, {'open_house_end': 1688945400000, 'open_house_start': 1688936400000}]}"
79845741,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2056952388,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
243212652,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2067484365,Sat. 11am-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688234400000}]}"
19817726,Sat. 1:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688243400000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
19816949,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
325806208,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
19703361,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19818589,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688340600000, 'open_house_start': 1688329800000}]}"
2058350382,Sat. 8-8:30am,"{'open_house_showing': [{'open_house_end': 1688225400000, 'open_house_start': 1688223600000}, {'open_house_end': 1688657400000, 'open_house_start': 1688655600000}]}"
19712147,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19712719,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
337975019,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
19654856,Sun. 1:30-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688329800000}]}"
19743183,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}]}"
153202400,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
2066967676,Sat. 8-8:30am,"{'open_house_showing': [{'open_house_end': 1688225400000, 'open_house_start': 1688223600000}, {'open_house_end': 1688657400000, 'open_house_start': 1688655600000}]}"
68038080,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18312404,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
18306445,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18307765,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18314617,Sat. 2-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688245200000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
18307457,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18318130,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
18317585,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
18305752,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
2057179496,Fri. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688169600000, 'open_house_start': 1688144400000}, {'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}, {'open_house_end': 1688428800000, 'open_house_start': 1688403600000}]}"
2057179515,Fri. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688169600000, 'open_house_start': 1688144400000}, {'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}, {'open_house_end': 1688428800000, 'open_house_start': 1688403600000}]}"
2057179564,Fri. 10am-5pm,"{'open_house_showing': [{'open_house_end': 1688169600000, 'open_house_start': 1688144400000}, {'open_house_end': 1688256000000, 'open_house_start': 1688230800000}, {'open_house_end': 1688342400000, 'open_house_start': 1688317200000}, {'open_house_end': 1688428800000, 'open_house_start': 1688403600000}]}"
67697984,Sat. 1-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688241600000}, {'open_house_end': 1688335200000, 'open_house_start': 1688328000000}]}"
95373642,Sat. 11am-1:30pm,"{'open_house_showing': [{'open_house_end': 1688243400000, 'open_house_start': 1688234400000}]}"
18279988,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
2067247056,Sat. 8-8:30am,"{'open_house_showing': [{'open_house_end': 1688225400000, 'open_house_start': 1688223600000}, {'open_house_end': 1688657400000, 'open_house_start': 1688655600000}]}"
82858863,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18280671,Sat. 12-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688238000000}, {'open_house_end': 1688335200000, 'open_house_start': 1688324400000}]}"
333912060,Sat. 11am-2pm,"{'open_house_showing': [{'open_house_end': 1688245200000, 'open_house_start': 1688234400000}, {'open_house_end': 1688331600000, 'open_house_start': 1688320800000}]}"
301029543,Sun. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
68042196,Sat. 12-4:30pm,"{'open_house_showing': [{'open_house_end': 1688254200000, 'open_house_start': 1688238000000}, {'open_house_end': 1688340600000, 'open_house_start': 1688324400000}]}"
119648241,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
72551041,Sat. 1:30-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688243400000}, {'open_house_end': 1688338800000, 'open_house_start': 1688329800000}]}"
18351744,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18359511,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}]}"
18354694,Fri. 5-7pm,"{'open_house_showing': [{'open_house_end': 1688176800000, 'open_house_start': 1688169600000}, {'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18361220,Sat. 12-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688238000000}, {'open_house_end': 1688338800000, 'open_house_start': 1688324400000}, {'open_house_end': 1688500800000, 'open_house_start': 1688490000000}, {'open_house_end': 1688857200000, 'open_house_start': 1688842800000}, {'open_house_end': 1688943600000, 'open_house_start': 1688929200000}]}"
18355935,Sat. 11am-2pm,"{'open_house_showing': [{'open_house_end': 1688245200000, 'open_house_start': 1688234400000}, {'open_house_end': 1688328000000, 'open_house_start': 1688320800000}, {'open_house_end': 1688338800000, 'open_house_start': 1688331600000}]}"
18359817,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18371545,Sat. 12-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688238000000}]}"
18372483,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
18351501,Sat. 12-3pm,"{'open_house_showing': [{'open_house_end': 1688248800000, 'open_house_start': 1688238000000}, {'open_house_end': 1688335200000, 'open_house_start': 1688324400000}]}"
18370440,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1688252400000, 'open_house_start': 1688241600000}, {'open_house_end': 1688338800000, 'open_house_start': 1688328000000}]}"
