zpid,price,priceForHDP,daysOnZillow,price,livingArea,lotAreaValue,homeType,rentZestimate,Predicted Score (Linear),Linear Risk Level,Predicted Score (GBT),GBT Risk Level,Predicted Score (RF),RF Risk Level,Average Score,Average Risk Level,investment_risk
18336886,654500.0,654500.0,-1,654500.0,1810.0,5967.72,SINGLE_FAMILY,3270.0,0.39710449706574286,Low,1.25027845167337,Low,1.3983008524580987,Low,1.0888756852232662,Low,1705.87476
68039978,650000.0,650000.0,28,650000.0,2409.0,5902.38,SINGLE_FAMILY,3499.0,0.39451290853674553,Low,1.2450853891384133,Low,1.3887321213193475,Low,1.0824907923677807,Low,1694.8066899999997
318985579,2699888.0,2699888.0,-1,2699888.0,3662.0,6098.4,SINGLE_FAMILY,6017.0,1.6426581122253225,Low,5.299034406600164,Low,5.825788656523709,Low,4.551015424152733,Low,7025.3472
68027407,1199000.0,1199000.0,-1,1199000.0,1719.0,1742.4,SINGLE_FAMILY,3787.0,0.7280338662043567,Low,2.338446815670423,Low,2.5745923822995147,Low,2.0122331001889293,Low,3119.1978
241573550,1250000.0,1250000.0,-1,1250000.0,2055.0,0.0,CONDO,3999.0,0.7589576635553746,Low,2.3791019121918167,Low,2.684423796410344,Low,2.081266179166943,Low,3251.2663999999995
25064604,1285000.0,1285000.0,-1,1285000.0,1338.0,7000.092,SINGLE_FAMILY,3634.0,0.7809089999129369,Low,2.5740672842708467,Low,2.7606851737187665,Low,2.1767123328580484,Low,3345.0153459999997
58879533,1079000.0,1079000.0,-1,1079000.0,1565.0,0.0,CONDO,3900.0,0.6547239192826858,Low,2.097999888017428,Low,2.3150803383349383,Low,1.8081368256921722,Low,2806.1081
82845317,797000.0,797000.0,-1,797000.0,1277.0,0.0,CONDO,3171.0,0.48301554376594164,Low,1.548986041098277,Low,1.7047160829403851,Low,1.3334342647506932,Low,2072.7811999999994
25073697,715000.0,715000.0,5,715000.0,1100.0,0.0,CONDO,2949.0,0.43306136116036437,Low,1.37365471477865,Low,1.5260583550199316,Low,1.1906404038198635,Low,1859.4384
163650682,1790000.0,1790000.0,-1,1790000.0,2306.0,2613.6,SINGLE_FAMILY,4384.0,1.0880535019848334,Low,3.525648415983957,Low,3.854052899276378,Low,3.017650663887225,Low,4656.7587
54790855,1198000.0,1198000.0,7,1198000.0,1743.0,0.0,CONDO,3822.0,0.7272263091028683,Low,2.338446815670423,Low,2.5720371253632144,Low,2.010811990964745,Low,3115.7491
82849217,1228800.0,1228800.0,8,1228800.0,2215.0,0.0,CONDO,4200.0,0.7460832150513891,Low,2.3791019121918167,Low,2.6355114219676126,Low,2.0564690948429996,Low,3196.2825999999995
116149484,1699999.0,1699999.0,-1,1699999.0,2479.0,3049.2,SINGLE_FAMILY,4597.0,1.0333464753069483,Low,3.415796266402692,Low,3.659754231952383,Low,2.8848188266777193,Low,4423.1176
25070926,1749000.0,1749000.0,-1,1749000.0,3100.0,10397.772,SINGLE_FAMILY,5555.0,1.0641452890604814,Low,3.4338802593443876,Low,3.7690555492817097,Low,2.9472252910673262,Low,4554.652286
40372212,1150000.0,1150000.0,13,1150000.0,1679.0,2613.6,SINGLE_FAMILY,3792.0,0.698295218769615,Low,2.2732544888471016,Low,2.4686672644642673,Low,1.9384001140978395,Low,2992.1908999999996
111381244,2699000.0,2699000.0,15,2699000.0,3245.0,0.25,SINGLE_FAMILY,6475.0,1.6412561077554553,Low,5.301088792844245,Low,5.8210510458434195,Low,4.549049204104198,Low,7019.359524999999
116150572,2075000.0,2075000.0,-1,2075000.0,2716.0,3920.4,SINGLE_FAMILY,4992.0,1.261784016834717,Low,4.131137571288712,Low,4.47053780412377,Low,3.5117809231306496,Low,5398.721700000001
68027244,849000.0,849000.0,-1,849000.0,1401.0,0.0,CONDO,3258.0,0.5147013321900551,Low,1.6398263881291189,Low,1.8160658162349481,Low,1.4177408435348229,Low,2208.1038999999996
119591964,2488000.0,2488000.0,24,2488000.0,3729.0,6969.6,SINGLE_FAMILY,6189.0,1.5137745685133783,Low,4.9276906306540464,Low,5.367997682787133,Low,4.206297511853337,Low,6474.9153
124736417,1899000.0,1899000.0,42,1899000.0,2214.0,4791.6,SINGLE_FAMILY,4529.0,1.1546355479633827,Low,3.72736273954226,Low,4.091005406909532,Low,3.198640975239764,Low,4941.1152999999995
241576595,1998000.0,1998000.0,47,1998000.0,2723.0,4791.6,SINGLE_FAMILY,5418.0,1.2149868724324804,Low,3.9412078232207053,Low,4.305376735801383,Low,3.371340370238683,Low,5198.861900000001
63085325,448000.0,448000.0,61,448000.0,840.0,0.0,CONDO,2497.0,0.27047979166011143,Low,0.845763877453988,Low,0.9480269366239921,Low,0.7388660967317751,Low,1165.0900000000001
250134807,1180000.0,1180000.0,-1,1180000.0,1962.0,0.0,CONDO,4147.0,0.7163058654445916,Low,2.3068943628137517,Low,2.5328215860662677,Low,1.9814671229431458,Low,3069.1104
64965169,1370000.0,1370000.0,81,1370000.0,2250.0,0.0,CONDO,4314.0,0.8320546722666892,Low,2.5811468488625566,Low,2.9422892189130354,Low,2.2738927568703686,Low,3563.4469
25085960,2299888.0,2299888.0,-1,2299888.0,2148.0,0.3399999999999999,SINGLE_FAMILY,4975.0,1.3980761514450346,Low,4.603606015664351,Low,4.956449033597848,Low,3.899307067525606,Low,5980.793969999999
24930965,2995000.0,2995000.0,-1,2995000.0,3268.0,6534.0,SINGLE_FAMILY,8387.0,1.8220930335344454,Low,5.931410969176695,Low,6.4635586356256995,Low,5.063621240157427,Low,7791.6723999999995
318984693,1700000.0,1700000.0,-1,1700000.0,2301.0,2317.392,SINGLE_FAMILY,5995.0,1.0331131919133834,Low,3.415796266402692,Low,3.659326502150766,Low,2.884489602316559,Low,4422.121296
24931092,1299000.0,1299000.0,2,1299000.0,1819.0,0.89,SINGLE_FAMILY,4495.0,0.7886876555211221,Low,2.5740672842708467,Low,2.790149141489159,Low,2.1916713710123865,Low,3378.2361450000003
24930846,1899000.0,1899000.0,-1,1899000.0,2636.0,7840.8,SINGLE_FAMILY,5422.0,1.155043341054915,Low,3.72736273954226,Low,4.092482398966481,Low,3.19940748089164,Low,4942.8569
25077674,1700000.0,1700000.0,7,1700000.0,2305.0,8276.4,SINGLE_FAMILY,4699.0,1.0339039304548368,Low,3.415796266402692,Low,3.6615271473250464,Low,2.8858021796901654,Low,4425.4983999999995
2125886205,1500000.0,1500000.0,7,1500000.0,65340.0,1.5,LOT,2299.0,0.9290573935870097,Low,3.0012514420692753,Low,3.2728313162141567,Low,2.5693654074531014,Low,3977.72275
25083667,1785000.0,1785000.0,8,1785000.0,2084.0,5227.2,SINGLE_FAMILY,4570.0,1.0852411469732637,Low,3.525648415983957,Low,3.8451175037925514,Low,3.0126920010145297,Low,4644.747799999999
24931041,2149000.0,2149000.0,9,2149000.0,3003.0,0.3,SINGLE_FAMILY,5694.0,1.3064080060377823,Low,4.259117984532685,Low,4.630451224902965,Low,3.6313365921789313,Low,5589.30045
89030000,4200000.0,4200000.0,10,4200000.0,5238.0,0.53,SINGLE_FAMILY,10542.0,2.555323023362772,Low,8.395640332331912,Low,9.06530752108837,Low,7.123310687772838,Low,10923.128665
25082355,1950000.0,1950000.0,-1,1950000.0,2150.0,8485.0,SINGLE_FAMILY,4764.0,1.1860766934174083,Low,3.859159256738968,Low,4.202565417742362,Low,3.2943360335404916,Low,5075.3932
25082380,1299888.0,1299888.0,-1,1299888.0,1421.0,5051.0,SINGLE_FAMILY,3750.0,0.7897596454323312,Low,2.5740672842708467,Low,2.793882872833369,Low,2.193647326437607,Low,3382.8143999999998
25076560,1588000.0,1588000.0,14,1588000.0,1452.0,9147.6,SINGLE_FAMILY,3742.0,0.965649859475477,Low,3.1533606342044744,Low,3.4205943034014936,Low,2.685072127381569,Low,4134.001
25085986,1889999.0,1889999.0,-1,1889999.0,1877.0,6969.6,SINGLE_FAMILY,4492.0,1.1493136959989012,Low,3.72736273954226,Low,4.073109715169272,Low,3.188999108666257,Low,4918.3869
331751078,5500000.0,5500000.0,23,5500000.0,3455.0,43.81,SINGLE_FAMILY,6956.0,3.3465069792299125,Low,10.939060556896793,Low,11.881791283080782,Low,9.315552192757826,Low,14302.093005000002
2057183592,2650000.0,2650000.0,24,2650000.0,3547.0,6831.0,SINGLE_FAMILY,6000.0,1.61234439237322,Low,5.228089144785844,Low,5.71796935943311,Low,4.474526973697969,Low,6895.8843
68021669,3750000.0,3750000.0,27,3750000.0,5095.0,0.39,SINGLE_FAMILY,9239.0,2.281421033731066,Low,7.3725093130903865,Low,8.099707012241188,Low,6.326588251499777,Low,9753.356395
25087420,3950000.0,3950000.0,-1,3950000.0,4552.0,0.5,SINGLE_FAMILY,8461.0,2.403077765178179,Low,7.800419826730048,Low,8.53026520180835,Low,6.6734130415338795,Low,10272.92425
299077842,2300000.0,2300000.0,29,2300000.0,1863028.0,46.31,LOT,2803.0,1.9211754804446215,Low,6.350754987502496,Low,6.073067678422914,Low,5.171977302873026,Low,8214.830555000002
25087076,4300000.0,4300000.0,-1,4300000.0,5960.0,0.5700000000000001,SINGLE_FAMILY,11453.0,2.6163395731974246,Low,8.499570362374124,Low,9.282281058434412,Low,7.266283935545474,Low,11183.716285
25083388,2100000.0,2100000.0,-1,2100000.0,2401.0,6969.6,SINGLE_FAMILY,5995.0,1.2772017719729865,Low,4.14382386902601,Low,4.5270172601196474,Low,3.5445089203801174,Low,5464.5674
25087529,3249000.0,3249000.0,-1,3249000.0,3447.0,8712.0,SINGLE_FAMILY,8665.0,1.9770113402076,Low,6.5577484470473815,Low,7.014530908770946,Low,5.528963476476852,Low,8453.2928
2146012394,559000.0,559000.0,-1,559000.0,912.0,0.0,CONDO,2850.0,0.3380436144533729,Low,1.0447010017179843,Low,1.1882103613185622,Low,0.920832729203064,Low,1453.6395
24931258,888000.0,888000.0,-1,888000.0,800.0,7405.2,SINGLE_FAMILY,2949.0,0.5391639141814827,Low,1.76370697398879,Low,1.902826821096093,Low,1.4982090290218888,Low,2312.5778
299077923,1298000.0,1298000.0,-1,1298000.0,45259.0,1.04,LOT,2700.0,0.8004103846460595,Low,2.5842942033099576,Low,2.8157484015384733,Low,2.2121773088084953,Low,3428.3010200000003
251192398,10990000.0,10990000.0,142,10990000.0,7000.0,36.0,SINGLE_FAMILY,27686.0,6.688314684879394,Low,22.089541628917996,Low,23.751712975128413,Low,18.683300603277328,Low,28574.183600000004
25076359,3789000.0,3789000.0,203,3789000.0,2804.0,2.45,SINGLE_FAMILY,9355.0,2.3045327897389534,Low,7.500671870251572,Low,8.190401342352912,Low,6.408037588907837,Low,9852.061425
25018329,700000.0,700000.0,-1,700000.0,1123.0,0.58,CONDO,2999.0,0.42393183361570846,Low,1.3416574056623891,Low,1.4933663682897953,Low,1.1645459366862958,Low,1820.44829
25045341,1199998.0,1199998.0,-1,1199998.0,1204.0,5798.0,SINGLE_FAMILY,3519.0,0.7289903619971629,Low,2.342499495399905,Low,2.5778770984265815,Low,2.015127924369189,Low,3123.2828
25036548,1100000.0,1100000.0,-1,1100000.0,1321.0,7405.2,SINGLE_FAMILY,3900.0,0.6683068929365846,Low,2.1039927855765295,Low,2.361915250266847,Low,1.834741193404911,Low,2864.1177
79541081,550000.0,550000.0,-1,550000.0,840.0,0.0,CONDO,2799.0,0.3325478602260291,Low,1.0411702101150917,Low,1.1685899199937768,Low,0.9095805584062396,Low,1430.1684
318984175,1298000.0,1298000.0,-1,1298000.0,1848.0,6534.0,CONDO,4329.0,0.7888631769897477,Low,2.5740672842708467,Low,2.790844106453875,Low,2.192016804017265,Low,3378.986
25015516,1779000.0,1779000.0,6,1779000.0,2396.0,8276.4,SINGLE_FAMILY,4548.0,1.0820343665901286,Low,3.525648415983957,Low,3.8328214431709253,Low,3.006485945529082,Low,4631.0524
79532610,548888.0,548888.0,6,548888.0,750.0,0.0,CONDO,2625.0,0.3318586397639678,Low,1.0355188667057995,Low,1.166289656405772,Low,0.9067411388945854,Low,1427.2249000000002
25038793,1425000.0,1425000.0,7,1425000.0,1318.0,6098.4,SINGLE_FAMILY,3750.0,0.8660211454190118,Low,2.789834732561856,Low,3.0658570716471916,Low,2.3967889521608514,Low,3708.5096999999996
25039360,1599000.0,1599000.0,-1,1599000.0,1810.0,6534.0,SINGLE_FAMILY,3676.0,0.9721440338354713,Low,3.1533606342044744,Low,3.4422864561680067,Low,2.6967997943668145,Low,4161.736099999999
25019979,949850.0,949850.0,9,949850.0,1400.0,1.29,CONDO,3200.0,0.5761028759474706,Low,1.815864549840818,Low,2.03462059352288,Low,1.581841494097727,Low,2470.335745
25036640,999998.0,999998.0,11,999998.0,950.0,5000.0,SINGLE_FAMILY,3167.0,0.6070937827248558,Low,1.932578293150704,Low,2.1446428972178486,Low,1.6724570314353557,Low,2602.6906
25017643,768000.0,768000.0,12,768000.0,1270.0,2.47,CONDO,2999.0,0.4653725716296443,Low,1.4495873273029103,Low,1.640983656185979,Low,1.2722575471864634,Low,1997.432135
79535953,449000.0,449000.0,13,449000.0,593.0,10.3382,CONDO,2152.0,0.271039007557244,Low,0.845763877453988,Low,0.9501815478495016,Low,0.739951055099398,Low,1167.4782691000003
25014145,1100000.0,1100000.0,-1,1100000.0,1446.0,2875.0,SINGLE_FAMILY,3699.0,0.6678257690591668,Low,2.1039927855765295,Low,2.360359154806579,Low,1.8338856948442452,Low,2862.0629
25040366,1549000.0,1549000.0,-1,1549000.0,1347.0,6098.4,SINGLE_FAMILY,3699.0,0.9415218483359145,Low,2.98343667219029,Low,3.333342735445996,Low,2.5917897581559615,Low,4030.9557999999993
63084423,678000.0,678000.0,13,678000.0,1077.0,0.0,CONDO,3185.0,0.4105140424558464,Low,1.2589379212669176,Low,1.4473857725107135,Low,1.1166605811327976,Low,1763.144
25020589,1450000.0,1450000.0,-1,1450000.0,1663.0,4299.372,SINGLE_FAMILY,3792.0,0.8811233183618021,Low,2.789834732561856,Low,3.1188829948224086,Low,2.4247375304076293,Low,3773.007586
25040971,1675000.0,1675000.0,-1,1675000.0,1985.0,5227.2,SINGLE_FAMILY,4250.0,1.0182679013941178,Low,3.3012845637321515,Low,3.6064188076617376,Low,2.824486578653626,Low,4358.720499999999
299072064,2888888.0,2888888.0,14,2888888.0,29172.0,0.67,LOT,7806.0,1.7640493429948483,Low,5.8287562036551686,Low,6.25171126361938,Low,4.925118443609692,Low,7543.780935
124733218,1395000.0,1395000.0,15,1395000.0,1800.0,9147.6,CONDO,4300.0,0.8482121715464203,Low,2.768133540056794,Low,3.0015430596873145,Low,2.3572379650351825,Low,3632.4519
25008286,2049028.0,2049028.0,-1,2049028.0,1874.0,8559.54,SINGLE_FAMILY,6218.0,1.2461929480507634,Low,4.131137571288712,Low,4.419551975966445,Low,3.4839114508812687,Low,5332.135870000001
25035762,1500000.0,1500000.0,24,1500000.0,1588.0,6098.4,SINGLE_FAMILY,3998.0,0.9117407970142252,Low,2.9548514157840833,Low,3.227508597111019,Low,2.5282746330511694,Low,3903.7678
25035734,1150000.0,1150000.0,27,1150000.0,950.0,6000.0,SINGLE_FAMILY,3331.0,0.6985208628711986,Low,2.2732544888471016,Low,2.4695209069010904,Low,1.9388337721171887,Low,2993.1546
25044498,1298000.0,1298000.0,-1,1298000.0,1189.0,5662.8,SINGLE_FAMILY,3650.0,0.7886237134381718,Low,2.5740672842708467,Low,2.790115418999774,Low,2.1916030048426514,Low,3377.9631000000004
2057451872,988888.0,988888.0,32,988888.0,3134.0,9147.6,SINGLE_FAMILY,5796.0,0.6012471466570922,Low,1.932578293150704,Low,2.122658469478417,Low,1.6612557182877061,Low,2577.721
25008642,1399000.0,1399000.0,33,1399000.0,1180.0,6534.0,SINGLE_FAMILY,3499.0,0.8502255120749531,Low,2.768133540056794,Low,3.0088165578461568,Low,2.3610174429248514,Low,3641.0502
331751782,1075000.0,1075000.0,35,1075000.0,1433.0,0.85,CONDO,3800.0,0.6522630081988461,Low,2.090304104585863,Low,2.3053245984811084,Low,1.8011181517159982,Low,2795.598125
25017384,13499900.0,13499900.0,37,13499900.0,2533.0,2.04,SINGLE_FAMILY,4146.0,8.216697825446893,Low,27.144780659977485,Low,29.325847016971196,Low,22.99319128496666,Low,35101.55572
25017390,1199950.0,1199950.0,-1,1199950.0,1200.0,5662.8,SINGLE_FAMILY,3499.0,0.7289455927358017,Low,2.342499495399905,Low,2.577755016617104,Low,2.015054268082599,Low,3123.0915999999997
25045341,1199998.0,1199998.0,-1,1199998.0,1204.0,5798.0,SINGLE_FAMILY,3519.0,0.7289903619971629,Low,2.342499495399905,Low,2.5778770984265815,Low,2.015127924369189,Low,3123.2828
25039984,1670000.0,1670000.0,-1,1670000.0,1809.0,6098.4,SINGLE_FAMILY,4161.0,1.0152827471430412,Low,3.3012845637321515,Low,3.5954702367929383,Low,2.81883977859809,Low,4345.9716
25029119,2750000.0,2750000.0,1,2750000.0,2709.0,0.48,SINGLE_FAMILY,6911.0,1.6721215332548087,Low,5.326511722981805,Low,5.930331768780298,Low,4.613583944041443,Low,7151.17864
337852461,949800.0,949800.0,1,949800.0,1515.0,5227.2,CONDO,3634.0,0.5766851414090218,Low,1.815864549840818,Low,2.036225894041871,Low,1.5828040488766772,Low,2472.8225
25030356,2500000.0,2500000.0,-1,2500000.0,2921.0,6098.4,SINGLE_FAMILY,5499.0,1.520796561428732,Low,4.9276906306540464,Low,5.392696165138995,Low,4.219303968904304,Low,6504.9046
318984545,995000.0,995000.0,14,995000.0,1301.0,1.73,CONDO,3664.0,0.603529951451285,Low,1.932578293150704,Low,2.131934561249448,Low,1.6658105634641633,Low,2587.470465
25022648,1845999.0,1845999.0,-1,1845999.0,1310.0,5227.2,SINGLE_FAMILY,3699.0,1.1222193547027506,Low,3.655370090242724,Low,3.9759594545541326,Low,3.1180066679297065,Low,4802.673199999999
25027674,3498000.0,3498000.0,20,3498000.0,4512.0,0.2620752984389348,SINGLE_FAMILY,9053.0,2.1278544795765413,Low,6.90322963405542,Low,7.551408360747292,Low,5.907539383335439,Low,9097.509031037649
122160042,1975000.0,1975000.0,-1,1975000.0,1870.0,3049.2,SINGLE_FAMILY,4200.0,1.2006209897225044,Low,3.9227192199189584,Low,4.256621141849147,Low,3.339976725282221,Low,5137.508499999999
2057371029,1748000.0,1748000.0,-1,1748000.0,2784.0,0.8593204775022957,CONDO,5632.0,1.0622250999177945,Low,3.4338802593443876,Low,3.763116731549873,Low,2.943882095453572,Low,4546.451729660239
318984495,1350000.0,1350000.0,-1,1350000.0,1891.0,0.58,CONDO,4663.0,0.8197439663018559,Low,2.5811468488625566,Low,2.900431943891439,Low,2.2514682812994415,Low,3510.8706899999997
25026814,2988000.0,2988000.0,30,2988000.0,2718.0,1.04,SINGLE_FAMILY,8253.0,1.816925172518344,Low,5.932576184046335,Low,6.446365779971316,Low,5.054635740804504,Low,7769.6016199999995
25026739,700000.0,700000.0,-1,700000.0,897.0,0.39,CONDO,2900.0,0.423875264241803,Low,1.3416574056623891,Low,1.4931847050332827,Low,1.1644456893668733,Low,1820.206695
25031074,4600000.0,4600000.0,69,4600000.0,3811.0,1.11,SINGLE_FAMILY,9068.0,2.7985484107776744,Low,9.071712871328584,Low,9.936470760274231,Low,7.7687697830048,Low,11961.888255000002
25033651,4499000.0,4499000.0,70,4499000.0,5667.0,10018.8,SINGLE_FAMILY,12027.0,2.7385472276884735,Low,8.970558691577313,Low,9.737198671845436,Low,7.63216148247023,Low,11705.637100000002
25021196,8999000.0,8999000.0,-1,8999000.0,14390.0,2.0012,SINGLE_FAMILY,23915.0,5.478535249824404,Low,18.023757539703656,Low,19.45942322313392,Low,15.285070545458465,Low,23407.494400600004
318985892,1890000.0,1890000.0,117,1890000.0,13308.0,0.3,LOT,2750.0,1.1518464401702586,Low,3.7527976043230318,Low,4.0772288690976,Low,3.1996158665007632,Low,4929.203450000001
2061283587,3300000.0,3300000.0,272,3300000.0,27007.0,0.62,LOT,2358.0,2.01413460283397,Low,6.597607762776708,Low,7.192587278645589,Low,5.621412115881664,Low,8611.837510000001
67096733,649000.0,649000.0,1,649000.0,635.0,2613.6,SINGLE_FAMILY,2587.0,0.39308153671457935,Low,1.2450853891384133,Low,1.3837573206043687,Low,1.0798551933198652,Low,1688.6936
24973447,700000.0,700000.0,-1,700000.0,1006.0,4630.428,SINGLE_FAMILY,3162.0,0.4244295406985312,Low,1.3416574056623891,Low,1.4951764753402956,Low,1.1654834008245405,Low,1822.5737139999999
24971091,949950.0,949950.0,6,949950.0,1598.0,8145.72,SINGLE_FAMILY,3599.0,0.5771445055652037,Low,1.815864549840818,Low,2.0381662571532186,Low,1.5837399272480326,Low,2474.7841600000006
64961960,1448888.0,1448888.0,6,1448888.0,2767.0,0.26,SINGLE_FAMILY,4729.0,0.8801882340965697,Low,2.789834732561856,Low,3.1152898370592226,Low,2.4229258592602503,Low,3769.01403
24971700,535000.0,535000.0,-1,535000.0,1056.0,1.6612,CONDO,2747.0,0.3234805553037858,Low,1.0236654670917884,Low,1.1369915857920547,Low,0.8879214411886077,Low,1391.4440306
24964420,562500.0,562500.0,7,562500.0,1171.0,4.31,CONDO,2749.0,0.3402556871872565,Low,1.0447010017179843,Low,1.196578053055804,Low,0.9250838086176119,Low,1463.086755
24973056,889950.0,889950.0,8,889950.0,1719.0,5227.2,SINGLE_FAMILY,3800.0,0.5402955631431565,Low,1.76370697398879,Low,1.906467733076984,Low,1.500216221575597,Low,2317.4108
24973641,889000.0,889000.0,20,889000.0,1502.0,6380.0,SINGLE_FAMILY,3492.0,0.5398142421989522,Low,1.76370697398879,Low,1.9060410648110713,Low,1.499656336037284,Low,2315.3552000000004
68022718,1898000.0,1898000.0,21,1898000.0,3737.0,6534.0,SINGLE_FAMILY,6000.0,1.154552891425736,Low,3.72736273954226,Low,4.090554355863378,Low,3.1984458865154277,Low,4940.7623
24967018,1600000.0,1600000.0,24,1600000.0,2520.0,1.36,SINGLE_FAMILY,4500.0,0.9721325644538485,Low,3.1533606342044744,Low,3.441896084808473,Low,2.6966868775279624,Low,4161.68708
2057323789,899999.0,899999.0,24,899999.0,1750.0,6639.0,SINGLE_FAMILY,3900.0,0.5465821318565008,Low,1.76370697398879,Low,1.9292285962955378,Low,1.5120304889319902,Low,2344.2593
79534661,999000.0,999000.0,29,999000.0,1770.0,7900.0,SINGLE_FAMILY,3849.0,0.6070103258384507,Low,1.932578293150704,Low,2.144219527978493,Low,1.6722684473874356,Low,2602.3342
24970343,999999.0,999999.0,51,999999.0,2049.0,0.3168044077134986,SINGLE_FAMILY,4229.0,0.606747938934656,Low,1.932578293150704,Low,2.143270381704167,Low,1.6717755669998886,Low,2601.213558402204
299068961,249000.0,249000.0,-1,249000.0,13144.0,0.3299999999999999,LOT,2874.0,0.15275414178809602,Low,0.4442933503250321,Low,0.5243018087926006,Low,0.404954507174748,Low,662.3104649999999
24969321,3995000.0,3995000.0,58,3995000.0,6886.0,3.23,SINGLE_FAMILY,10646.0,2.4309828410806698,Low,7.912193855077773,Low,8.62771503159227,Low,6.7564683505244245,Low,10392.100415
24965930,1199099.0,1199099.0,-1,1199099.0,2444.0,0.32,SINGLE_FAMILY,4400.0,0.7280508354123139,Low,2.338446815670423,Low,2.5745385751113385,Low,2.0122348075522956,Low,3119.27026
299069087,789000.0,789000.0,79,789000.0,15858.0,0.36,LOT,2628.0,0.4822897397910594,Low,1.5533027744125012,Low,1.6962373867733553,Low,1.3317564625965643,Low,2069.68108
24962686,549000.0,549000.0,-1,549000.0,1101.0,1.71,CONDO,2747.0,0.33201625924395156,Low,1.0355188667057995,Low,1.1666169224134955,Low,0.90697360377512,Low,1427.898055
24971668,699000.0,699000.0,-1,699000.0,816.0,2500.0,SINGLE_FAMILY,2635.0,0.42355496780738877,Low,1.3416574056623891,Low,1.4919279614400769,Low,1.163818331808633,Low,1818.8385999999998
241574763,624950.0,624950.0,-1,624950.0,827.0,5227.2,SINGLE_FAMILY,2600.0,0.37879893103907014,Low,1.1705676045142577,Low,1.3330717858901573,Low,1.0322476089317663,Low,1627.6959
24969934,595000.0,595000.0,-1,595000.0,1307.0,4.39,CONDO,2949.0,0.3600645860962315,Low,1.144358923613094,Low,1.2665288827966132,Low,0.9899789126329955,Low,1547.685995
54789469,1799000.0,1799000.0,-1,1799000.0,3489.0,10018.8,SINGLE_FAMILY,5728.0,1.0946375493968454,Low,3.540381377789699,Low,3.876584398774818,Low,3.0338406819319226,Low,4684.8777
24982773,949000.0,949000.0,7,949000.0,1703.0,5481.0,SINGLE_FAMILY,3650.0,0.5762802252230377,Low,1.815864549840818,Low,2.034790373612618,Low,1.5820510832139008,Low,2471.093
121849884,899950.0,899950.0,7,899950.0,1189.0,5662.8,SINGLE_FAMILY,3399.0,0.5463135880734704,Low,1.76370697398879,Low,1.9285672657483959,Low,1.5116072549041242,Low,2343.1124
24902746,1330000.0,1330000.0,-1,1330000.0,2678.0,0.3,SINGLE_FAMILY,4784.0,0.8077807732585058,Low,2.5811468488625566,Low,2.858327108175374,Low,2.229302526960859,Low,3459.77845
24968899,1600000.0,1600000.0,-1,1600000.0,1911.0,1.5,SINGLE_FAMILY,3924.0,0.9719989999900002,Low,3.1533606342044744,Low,3.4418129898791614,Low,2.6965407577439207,Low,4161.11665
24970232,1988000.0,1988000.0,30,1988000.0,3842.0,0.45,SINGLE_FAMILY,5533.0,1.2086424097614032,Low,3.9227192199189584,Low,4.283312261286615,Low,3.3544355852042878,Low,5171.766125
2144037415,1400000.0,1400000.0,48,1400000.0,48813.0,1.12,LOT,2746.0,0.8635080358681806,Low,2.7882655105559144,Low,3.0503730045928688,Low,2.389950849074873,Low,3697.77656
24970258,1699000.0,1699000.0,50,1699000.0,2385.0,2.5,SINGLE_FAMILY,4200.0,1.0323890500800452,Low,3.415796266402692,Low,3.656503104909689,Low,2.8830759323338913,Low,4419.028649999999
24903194,1390000.0,1390000.0,55,1390000.0,2171.0,0.2643999999999999,SINGLE_FAMILY,4500.0,0.8441921895533193,Low,2.768133540056794,Low,2.9869792648412288,Low,2.349680846995346,Low,3615.2832322
24970063,990000.0,990000.0,-1,990000.0,1695.0,1.66,SINGLE_FAMILY,3800.0,0.6005853927800621,Low,1.932578293150704,Low,2.121344709828993,Low,1.6602955090220957,Low,2574.89473
2067062921,4500000.0,4500000.0,556,4500000.0,30685.0,0.7,LOT,2600.0,2.745731785994998,Low,9.034624987440331,Low,9.937662365177687,Low,7.70943689023465,Low,11736.32055
24993397,899000.0,899000.0,-1,899000.0,1530.0,7811.0,SINGLE_FAMILY,3599.0,0.5460675639099791,Low,1.76370697398879,Low,1.9277204248079076,Low,1.511156403022343,Low,2342.0616999999997
24981127,733888.0,733888.0,-1,733888.0,1000.0,5227.2,SINGLE_FAMILY,3099.0,0.44513280768876307,Low,1.419729707024328,Low,1.5692172309938468,Low,1.2261891394178972,Low,1910.9925999999998
337852359,849000.0,849000.0,2,849000.0,1735.0,6534.0,CONDO,3889.0,0.5155161630111902,Low,1.6398263881291189,Low,1.8192919512285015,Low,1.4193444277474387,Low,2211.5838999999996
24889327,699000.0,699000.0,3,699000.0,1031.0,5227.2,SINGLE_FAMILY,3092.0,0.42390302693722814,Low,1.3416574056623891,Low,1.4933288903261543,Low,1.1645093003205027,Low,1820.3251
24889436,898000.0,898000.0,-1,898000.0,1437.0,4791.6,SINGLE_FAMILY,3327.0,0.5450982586626357,Low,1.76370697398879,Low,1.9242809826308611,Low,1.5093531279479506,Low,2337.922
24983535,788888.0,788888.0,6,788888.0,951.0,5200.0,SINGLE_FAMILY,2999.0,0.4786071258740329,Low,1.548986041098277,Low,1.6885407546009776,Low,1.3250934275270014,Low,2053.9537
