zpid,price,priceForHDP,daysOnZillow,price,livingArea,lotAreaValue,homeType,rentZestimate,Predicted Score (Linear),Linear Risk Level,Predicted Score (GBT),GBT Risk Level,Predicted Score (RF),RF Risk Level,Average Score,Average Risk Level,investment_risk
15148627,899000.0,899000.0,-1,899000.0,941.0,0.6666000000000001,CONDO,4111.0,0.5449517195136279,Low,1.76370697398879,Low,1.9238311235255376,Low,1.509098872500325,Low,2337.2963333
2057582177,3995000.0,3995000.0,-1,3995000.0,1375.0,0.4687,CONDO,12470.0,2.429299007316993,Low,7.909115618863572,Low,8.623748250741164,Low,6.752992762419468,Low,10384.909334349999
249664541,2295000.0,2295000.0,41,2295000.0,1495.0,1.7311,CONDO,6289.0,1.3948296834827527,Low,4.603606015664351,Low,4.9455567922268635,Low,3.893431719974446,Low,5966.929265549999
335654575,1180000.0,1180000.0,-1,1180000.0,808.0,1.1,CONDO,3933.0,0.7159967759574223,Low,2.3068943628137517,Low,2.533195548711567,Low,1.9812772810602883,Low,3067.7903499999998
15148637,1148000.0,1148000.0,44,1148000.0,1083.0,0.6666000000000001,CONDO,5043.0,0.6965200216186088,Low,2.2732544888471016,Low,2.463220822014685,Low,1.935320868395736,Low,2984.6096332999996
15067596,688000.0,688000.0,9,688000.0,690.0,0.0,CONDO,3496.0,0.41647088469566446,Low,1.3416574056623891,Low,1.4676285157901754,Low,1.150858572264683,Low,1788.5843
15068634,749000.0,749000.0,27,749000.0,736.0,0.3841,CONDO,3184.0,0.45364404190283086,Low,1.444735939429996,Low,1.599029741429455,Low,1.2489803467837397,Low,1947.34229205
337887490,2345000.0,2345000.0,-1,2345000.0,1422.0,0.0,CONDO,6081.0,1.4252581447892132,Low,4.631502876248121,Low,5.05698226134526,Low,3.958819671615305,Low,6096.8822
15068212,1395000.0,1395000.0,48,1395000.0,1808.0,0.2531450872359963,CONDO,8400.0,0.8468593655487036,Low,2.770187926300876,Low,2.997400472876133,Low,2.3554733884837127,Low,3626.6743265725436
337887492,2095000.0,2095000.0,-1,2095000.0,1321.0,0.0,CONDO,5737.0,1.2730565347631342,Low,4.140093179362629,Low,4.515951165301456,Low,3.536698121435748,Low,5446.864200000001
15068541,635000.0,635000.0,-1,635000.0,535.0,0.0,CONDO,2496.0,0.38423055994782335,Low,1.2450853891384133,Low,1.3526239787554728,Low,1.0634605456219528,Low,1650.8933
15068161,1585000.0,1585000.0,-1,1585000.0,1782.0,2465.496,CONDO,7685.0,0.9628551863269599,Low,3.1542498055789157,Low,3.4101343528376034,Low,2.6799816441568356,Low,4122.065748
15068387,550000.0,550000.0,-1,550000.0,511.0,0.0,CONDO,2745.0,0.3324592109851009,Low,1.0411702101150917,Low,1.1685747916909264,Low,0.9094940580650112,Low,1429.7898
241585503,1895000.0,1895000.0,-1,1895000.0,1756.0,2779.128,CONDO,8466.0,1.1515545076553444,Low,3.728251910916702,Low,4.080268640380236,Low,3.1932113674634675,Low,4927.957064000001
2079047799,8995000.0,8995000.0,89,8995000.0,4320.0,0.0,CONDO,28295.0,5.472973248323047,Low,17.998207271332564,Low,19.440031847790156,Low,15.267600986118813,Low,23383.7406
15068409,699000.0,699000.0,-1,699000.0,756.0,3437.0,CONDO,3274.0,0.4236029200686776,Low,1.3416574056623891,Low,1.4922787782616558,Low,1.1639548572793825,Low,1819.0436000000002
2107694405,5200000.0,5200000.0,101,5200000.0,2426.0,0.3332,CONDO,16559.0,3.1629104501533463,Low,10.301157174318833,Low,11.231761607451501,Low,8.794300716837077,Low,13517.9947666
15067980,3875000.0,3875000.0,105,3875000.0,2592.0,0.3407483930211203,CONDO,12201.0,2.356617494278346,Low,7.7094967457141985,Low,8.362874004218526,Low,6.560649862521892,Low,10074.503370374196
337887491,2049000.0,2049000.0,-1,2049000.0,1201.0,0.357,CONDO,4999.0,1.245070379094753,Low,4.131137571288712,Low,4.42233711454537,Low,3.4835956923303444,Low,5327.3417785
337887429,1235000.0,1235000.0,-1,1235000.0,539.0,0.0,CONDO,2749.0,0.7494876607526865,Low,2.3791019121918167,Low,2.6503470562243856,Low,2.063524302936963,Low,3210.8221999999996
15068548,475000.0,475000.0,108,475000.0,411.0,0.7269,CONDO,3498.0,0.28673183938493213,Low,0.8889247983117352,Low,1.006521012452288,Low,0.7815009383257855,Low,1234.4987634499998
15068183,3250000.0,3250000.0,115,3250000.0,3083.0,0.2916207529843893,CONDO,10326.0,1.9763948408133845,Low,6.558913661917022,Low,7.012260446867461,Low,5.528123761276726,Low,8450.660045810377
15068023,2300000.0,2300000.0,162,2300000.0,2075.0,0.0,CONDO,8184.0,1.3979174411825293,Low,4.605660401908433,Low,4.955948313874047,Low,3.8996080757029334,Low,5980.1164
15068560,759000.0,759000.0,-1,759000.0,706.0,0.0,CONDO,3214.0,0.45971807963772154,Low,1.4495873273029103,Low,1.621509600061343,Low,1.2618925980126046,Low,1973.2831
15068081,4150000.0,4150000.0,-1,4150000.0,2780.0,0.3335399449035812,CONDO,11999.0,2.52408923866021,Low,8.371958169701047,Low,8.967192850812003,Low,7.061848752979675,Low,10789.73656676997
337887495,2950000.0,2950000.0,-1,2950000.0,1408.0,0.0,CONDO,5798.0,1.7935917872218057,Low,5.84964312298222,Low,6.362595172353666,Low,4.9875608412184915,Low,7669.9502999999995
2124398936,695000.0,695000.0,267,695000.0,645.0,0.0,CONDO,3099.0,0.42077784434340937,Low,1.3416574056623891,Low,1.4822023390227452,Low,1.1586855117129344,Low,1806.9784
15068166,5995000.0,5995000.0,-1,5995000.0,2920.0,2465.496,CONDO,10979.0,3.647705608408694,Low,11.920115156974987,Low,12.9539587484972,Low,10.153722015194232,Low,15588.443148
15068118,725000.0,725000.0,-1,725000.0,600.0,5236.0,CONDO,3173.0,0.43960532600996044,Low,1.37365471477865,Low,1.549108312053802,Low,1.202770037372794,Low,1887.3862
2103271622,899000.0,899000.0,-1,899000.0,804.0,3863.772,CONDO,3266.0,0.5454248489721163,Low,1.76370697398879,Low,1.9253602263585168,Low,1.5099398583760901,Low,2339.316986
51082424,1198000.0,1198000.0,-1,1198000.0,1140.0,3281.0,CONDO,5203.0,0.7273430512889244,Low,2.338446815670423,Low,2.5721722860584872,Low,2.0109560841092793,Low,3116.2477
15066229,2388000.0,2388000.0,7,2388000.0,1849.0,5279.472,CONDO,5211.0,1.4522362098410833,Low,4.7297071703372495,Low,5.1497872295726275,Low,4.035964894855808,Low,6212.099336
119685835,1995000.0,1995000.0,8,1995000.0,2077.0,3299.0,CONDO,8466.0,1.2125855765840277,Low,3.942096994595147,Low,4.297236953344279,Low,3.367223798071272,Low,5188.606700000001
15073789,1995000.0,1995000.0,-1,1995000.0,1985.0,7300.656,CONDO,8043.0,1.2130568741786405,Low,3.942096994595147,Low,4.298898769900129,Low,3.368097836029758,Low,5190.619527999999
15066204,1099000.0,1099000.0,10,1099000.0,930.0,5279.472,CONDO,4494.0,0.6672989356344926,Low,2.1039927855765295,Low,2.3587772231095507,Low,1.8329808712040625,Low,2859.813136
15064576,9980000.0,9980000.0,12,9980000.0,7930.0,6651.612,SINGLE_FAMILY,55785.0,6.072484002584094,Low,19.969162292232827,Low,21.575419847257336,Low,16.941406924528803,Low,25944.112706000004
15068810,625000.0,625000.0,-1,625000.0,616.0,0.4340220385674931,CONDO,2749.0,0.3781477023069544,Low,1.1705676045142577,Low,1.3307070038021993,Low,1.0310219369328617,Low,1624.9148170110193
15072131,1745000.0,1745000.0,-1,1745000.0,1472.0,0.3997474747474747,CONDO,5996.0,1.0600044625178773,Low,3.431495158485644,Low,3.7551047116493335,Low,2.939042921217462,Low,4536.967899873738
2119290260,1395000.0,1395000.0,-1,1395000.0,1441.0,1633.5,CONDO,6350.0,0.847085724356061,Low,2.768133540056794,Low,2.9979397316853276,Low,2.3552454588991836,Low,3627.6410499999997
15069548,379000.0,379000.0,-1,379000.0,520.0,0.4233,CONDO,1975.0,0.22841285963239005,Low,0.699546382889769,Low,0.7983340209110096,Low,0.6192199628059154,Low,985.43181165
80742603,1598000.0,1598000.0,-1,1598000.0,1200.0,0.6060606060606061,CONDO,5146.0,0.9704956999934178,Low,3.1533606342044744,Low,3.4373174513513387,Low,2.6939637074222333,Low,4154.696603030303
15076409,1149000.0,1149000.0,-1,1149000.0,1165.0,1.1165,CONDO,4435.0,0.6971893476278884,Low,2.2732544888471016,Low,2.465337654342927,Low,1.9364984522069066,Low,2987.4681582499998
2057196228,649000.0,649000.0,20,649000.0,0.0,8245.908,CONDO,3095.0,0.3935290462853445,Low,1.2450853891384133,Low,1.3855468539624172,Low,1.0807405320477685,Low,1690.605054
15071013,273594.0,273594.0,-1,273594.0,528.0,0.2735307621671258,CONDO,3051.0,0.16416943161033337,Low,0.49070536405907045,Low,0.5705652021924829,Low,0.44080052481091414,Low,711.062936765381
15069546,299000.0,299000.0,22,299000.0,520.0,0.4233,CONDO,2575.0,0.1796702373742295,Low,0.532859483540975,Low,0.6251006307230007,Low,0.4814149410902831,Low,777.2633116499999
15069071,758000.0,758000.0,22,758000.0,802.0,0.0,CONDO,3506.0,0.45911844385817296,Low,1.4495873273029103,Low,1.6192683275796,Low,1.2607473095427533,Low,1970.7222
2067384461,580000.0,580000.0,-1,580000.0,800.0,800.0,CONDO,3921.0,0.35081515205402336,Low,1.106712309848969,Low,1.233782467231544,Low,0.9621638532257887,Low,1508.1838
15064625,1475000.0,1475000.0,-1,1475000.0,1379.0,1.1522,CONDO,6646.0,0.8955595731932255,Low,2.7972954871719393,Low,3.170187810399067,Low,2.4537213741280812,Low,3834.6616760999996
241585712,329628.0,329628.0,-1,329628.0,448.0,0.8146000000000001,CONDO,2857.0,0.1982735595292195,Low,0.5999644460681619,Low,0.6916310752597152,Low,0.5351026647900253,Low,856.7138073
15064628,4200000.0,4200000.0,-1,4200000.0,2760.0,3168.0,SINGLE_FAMILY,15368.0,2.5546572917602854,Low,8.394475117462271,Low,9.054912119418978,Low,7.119639377685349,Low,10920.285500000002
69817590,1199000.0,1199000.0,27,1199000.0,1082.0,0.2858,CONDO,4850.0,0.7275795327841332,Low,2.338446815670423,Low,2.573265261129531,Low,2.011462513567025,Low,3117.2576429
2086444129,1995000.0,1995000.0,28,1995000.0,3520.0,1119.492,SINGLE_FAMILY,8409.0,1.21274221240054,Low,3.942096994595147,Low,4.297628560448253,Low,3.367472198002627,Low,5189.275446
53153176,995000.0,995000.0,31,995000.0,974.0,0.3997474747474747,CONDO,4159.0,0.6034051330776407,Low,1.932578293150704,Low,2.131579370085567,Low,1.665601324973773,Low,2586.9373998737374
2072220394,9500000.0,9500000.0,34,9500000.0,5800.0,1380.852,SINGLE_FAMILY,29582.0,5.7808926568848005,Low,19.057268117290544,Low,20.493446554723405,Low,16.129136707710106,Low,24698.793226
241585779,708000.0,708000.0,-1,708000.0,0.0,0.0,CONDO,2498.0,0.42852173471647437,Low,1.3416574056623891,Low,1.5116460761354966,Low,1.1736068827574244,Low,1840.0507
241585737,998000.0,998000.0,34,998000.0,831.0,0.8146000000000001,CONDO,3926.0,0.6052080884241938,Low,1.932578293150704,Low,2.138462998868752,Low,1.6690828138654246,Low,2594.6374072999997
15096665,1199000.0,1199000.0,-1,1199000.0,1655.0,3000.0,SINGLE_FAMILY,6057.0,0.728003658585081,Low,2.338446815670423,Low,2.5744006914089437,Low,2.012154771155241,Low,3119.0687999999996
15093845,2102000.0,2102000.0,7,2102000.0,1575.0,2500.344,SINGLE_FAMILY,5500.0,1.2776997384913789,Low,4.14382386902601,Low,4.524685218506921,Low,3.544361799087178,Low,5466.694072
2088140606,1535000.0,1535000.0,10,1535000.0,1655.0,3001.284,CONDO,4798.0,0.9326468339660946,Low,2.98343667219029,Low,3.293439584235179,Low,2.5730759205143507,Low,3993.0528419999996
15099206,1695000.0,1695000.0,15,1695000.0,1962.0,2996.928,SINGLE_FAMILY,4919.0,1.0301310032431328,Low,3.3012845637321515,Low,3.648517576194597,Low,2.8465575525469204,Low,4409.385064
15097662,3200000.0,3200000.0,-1,3200000.0,2804.0,3049.2,SINGLE_FAMILY,9103.0,1.9463062504423587,Low,6.293793382581108,Low,6.9053126578929085,Low,5.397261071074172,Low,8322.1584
15097014,1299000.0,1299000.0,-1,1299000.0,0.0,3120.0,SINGLE_FAMILY,3587.0,0.7886051492895625,Low,2.5740672842708467,Low,2.790542498719088,Low,2.1916975724031564,Low,3377.8837999999996
15096731,1950000.0,1950000.0,-1,1950000.0,1858.0,3920.4,SINGLE_FAMILY,6499.0,1.1853383791407224,Low,3.860048428113409,Low,4.200367764141231,Low,3.2933240470869114,Low,5072.24
15096173,1625000.0,1625000.0,27,1625000.0,2109.0,3920.4,SINGLE_FAMILY,5195.0,0.9876471670279227,Low,3.1932384234148508,Low,3.49620181266061,Low,2.7366114141402225,Low,4227.946400000001
15092208,1328000.0,1328000.0,-1,1328000.0,1705.0,10001.376,CONDO,5181.0,0.8074327726623207,Low,2.5811468488625566,Low,2.857087347626765,Low,2.228653822867058,Low,3458.292488
2130820509,3799000.0,3799000.0,49,3799000.0,2874.0,2996.928,SINGLE_FAMILY,12529.0,2.3107499497257473,Low,7.500671870251572,Low,8.199380904476966,Low,6.416177915270382,Low,9878.613464
15093883,1998000.0,1998000.0,49,1998000.0,2721.0,2500.344,SINGLE_FAMILY,9343.0,1.214442587616648,Low,3.942096994595147,Low,4.303746047136037,Low,3.3706575257886042,Low,5196.537372000001
15097651,2198000.0,2198000.0,-1,2198000.0,2450.0,1881.792,SINGLE_FAMILY,9350.0,1.3360456000787724,Low,4.33127816824062,Low,4.736031976704322,Low,3.706952201679239,Low,5715.875795999999
15090658,1750000.0,1750000.0,86,1750000.0,1732.0,3049.2,SINGLE_FAMILY,5498.0,1.0635235605588975,Low,3.4338802593443876,Low,3.7666093411426123,Low,2.946005760265394,Low,4551.996999999999
15100731,579900.0,579900.0,-1,579900.0,661.0,0.8421258034894399,CONDO,2299.0,0.35073559434122137,Low,1.106712309848969,Low,1.2334488981848255,Low,0.9620024181961456,Low,1507.844021062902
15096531,1188000.0,1188000.0,-1,1188000.0,1295.0,3564.0,CONDO,4125.0,0.721407563291152,Low,2.3068943628137517,Low,2.551209813021947,Low,1.991033006389055,Low,3090.8986
111921833,1995000.0,1995000.0,-1,1995000.0,1806.0,0.0,CONDO,6994.0,1.2122255537631026,Low,3.9432622094647867,Low,4.29596783005367,Low,3.366885129505569,Low,5187.0691
15072310,2675000.0,2675000.0,10,2675000.0,2421.0,0.0,CONDO,9565.0,1.6261959588182675,Low,5.301088792844245,Low,5.773633007467634,Low,4.522608455613682,Low,6955.041300000001
15069916,850000.0,850000.0,-1,850000.0,775.0,775.368,CONDO,3444.0,0.5152119376987409,Low,1.6398263881291189,Low,1.8179630569280356,Low,1.418713137215841,Low,2210.2845839999995
335654112,995000.0,995000.0,-1,995000.0,1045.0,0.3800045913682277,CONDO,4125.0,0.6034237242454255,Low,1.932578293150704,Low,2.131715334692596,Low,1.6656542436407775,Low,2587.0167900022952
15079525,3695000.0,3695000.0,-1,3695000.0,2350.0,1869.0,SINGLE_FAMILY,12319.0,2.2471654503515857,Low,7.371344098220745,Low,7.975375172543207,Low,6.261802686138213,Low,9607.0587
2068484836,520000.0,520000.0,26,520000.0,0.0,2750.0,CONDO,2267.0,0.31441063101389594,Low,0.9663827417448163,Low,1.1039899515017073,Low,0.854663756065677,Low,1352.7085
15071396,1225000.0,1225000.0,-1,1225000.0,0.0,4382.136,CONDO,4194.0,0.7436598439549483,Low,2.3791019121918167,Low,2.63020858210379,Low,2.0528239662332615,Low,3185.9329679999996
335654400,4995000.0,4995000.0,27,4995000.0,1940.0,0.3801,CONDO,11754.0,3.03830090383958,Low,9.891432538463807,Low,10.787722178899854,Low,8.44632947670247,Low,12985.816090049997
335654448,2595000.0,2595000.0,27,2595000.0,1510.0,0.3801,CONDO,7795.0,1.5773631871977347,Low,5.218184639239818,Low,5.594387409991262,Low,4.40679525910469,Low,6746.4877900500005
335654772,3695000.0,3695000.0,27,3695000.0,1772.0,0.3801,CONDO,9330.0,2.246997517353507,Low,7.3725093130903865,Low,7.978441603044858,Low,6.262778345473399,Low,9606.341690049996
15072342,995000.0,995000.0,-1,995000.0,1045.0,2479.0,CONDO,4125.0,0.6037139045422434,Low,1.932578293150704,Low,2.132122272945621,Low,1.6660309974448047,Low,2588.2560999999996
15072341,1595000.0,1595000.0,-1,1595000.0,1330.0,2479.0,CONDO,4892.0,0.9690138547050339,Low,3.1533606342044744,Low,3.4312188222101185,Low,2.6909867840845147,Low,4148.3679999999995
2077654505,2590000.0,2590000.0,-1,2590000.0,2375.0,2479.0,CONDO,9491.0,1.574730055097412,Low,5.217019424370178,Low,5.589107255532328,Low,4.4026318514742435,Low,6735.2423
15069704,2500000.0,2500000.0,41,2500000.0,1800.0,823.284,SINGLE_FAMILY,7645.0,1.5197181761361724,Low,4.928579802028488,Low,5.389505468819258,Low,4.217715276610469,Low,6500.299042
15079500,8350000.0,8350000.0,42,8350000.0,4275.0,3232.152,SINGLE_FAMILY,26823.0,5.08076762409261,Low,16.4844990335862,Low,18.027317386025505,Low,14.10515008695755,Low,21708.720576
15080138,4500000.0,4500000.0,43,4500000.0,2955.0,1875.0,SINGLE_FAMILY,14789.0,2.737243401919777,Low,8.998104865835243,Low,9.717619713630448,Low,7.633595601556314,Low,11700.068700000002
15079772,7995000.0,7995000.0,45,7995000.0,4519.0,2809.62,SINGLE_FAMILY,26625.0,4.864680674072321,Low,16.075434722144895,Low,17.278597831691965,Low,13.59239819866111,Low,20785.86301
303806985,1185000.0,1185000.0,-1,1185000.0,733.0,0.0,CONDO,3637.0,0.7190403141325993,Low,2.3068943628137517,Low,2.545338704002789,Low,1.9872913015250986,Low,3080.7886
15072477,6795000.0,6795000.0,55,6795000.0,3807.0,2750.0,SINGLE_FAMILY,22084.0,4.134246291757405,Low,13.71371563527708,Low,14.635624073874922,Low,11.553451666044943,Low,17666.346100000002
2131988174,995000.0,995000.0,61,995000.0,950.0,3795.0,CONDO,4300.0,0.6038362418845103,Low,1.932578293150704,Low,2.1327951104709952,Low,1.6663211173803105,Low,2588.7785999999996
15071942,1575000.0,1575000.0,-1,1575000.0,1367.0,2835.756,CONDO,6499.0,0.9567773421170308,Low,2.984325843564731,Low,3.387418161853089,Low,2.6204069495968283,Low,4096.1086780000005
15072586,2850000.0,2850000.0,-1,2850000.0,2000.0,3776.652,CONDO,9842.0,1.7330372432818744,Low,5.792635251455446,Low,6.147485646770793,Low,4.858751212270273,Low,7411.335826
2060444334,6995000.0,6995000.0,-1,6995000.0,4660.0,2461.14,SINGLE_FAMILY,22470.0,4.256176398687486,Low,14.006674585434432,Low,15.102554166840804,Low,11.871962385605316,Low,18187.08147
15072638,5495000.0,5495000.0,-1,5495000.0,3576.0,2426.292,SINGLE_FAMILY,18065.0,3.3429927941210655,Low,10.932735050335179,Low,11.871321969079645,Low,9.307752771355602,Low,14287.084746
335653901,1395000.0,1395000.0,79,1395000.0,955.0,0.3801,CONDO,4115.0,0.8469243321641957,Low,2.768133540056794,Low,2.9971977010023783,Low,2.3549008546839887,Low,3626.95179005
2061833663,3866000.0,3866000.0,-1,3866000.0,2044.0,0.0,CONDO,12339.0,2.3509622740092984,Low,7.7094967457141985,Low,8.346983664610757,Low,6.551222809114142,Low,10050.3512
2067925710,1799000.0,1799000.0,-1,1799000.0,1411.0,0.0,CONDO,6762.0,1.092808105621456,Low,3.5424357640337805,Low,3.8718438497741654,Low,3.0314757183705607,Low,4677.0647
2058463567,1175000.0,1175000.0,-1,1175000.0,898.0,0.0,CONDO,3947.0,0.7129770040083925,Low,2.2844722787335168,Low,2.5212974207501992,Low,1.9690202120160363,Low,3054.8936
2058463747,782000.0,782000.0,-1,782000.0,677.0,0.0,CONDO,3025.0,0.47372536790435044,Low,1.4524994602091486,Low,1.6699360321975512,Low,1.2884392046929396,Low,2033.1049999999998
