zpid,city,homeType,homeStatus,lotAreaUnit,state,newConstructionType,Average Risk Level,bathrooms,bedrooms,livingArea,lotAreaValue,price,rentZestimate,zipcode,taxAssessedValue,datePriceChanged,priceChange,Average Score,investment_risk
123174799,San Francisco,CONDO,FOR_SALE,sqft,CA,no,blank,1.0,2.0,0.0,7000.092,899000.0,3850.0,94109.0,851000.0,0.0,0.0,1.51098517365404,2341.7881429999998
2103271622,San Francisco,CONDO,FOR_SALE,sqft,CA,no,Low,1.0,1.0,804.0,3863.772,899000.0,3266.0,94109.0,203032.5,0.0,0.0,1.50993985837609,2339.316986
2056969093,San Francisco,LOT,FOR_SALE,sqft,CA,no,blank,0.0,3.0,0.0,7653.492,5700000.0,20369.5,94109.0,2098435.0,0.0,0.0,9.63991598166156,14828.02675
51082424,San Francisco,CONDO,FOR_SALE,sqft,CA,no,Low,1.0,2.0,1140.0,3281.0,1198000.0,5203.0,94109.0,1211586.0,0.0,0.0,2.0109560841092797,3116.2477
15066229,San Francisco,CONDO,FOR_SALE,sqft,CA,no,Low,2.0,2.0,1849.0,5279.472,2388000.0,5211.0,94109.0,1444468.0,0.0,0.0,4.035964894855808,6212.099336
119685835,San Francisco,CONDO,FOR_SALE,sqft,CA,no,Low,3.0,3.0,2077.0,3299.0,1995000.0,8466.0,94109.0,1959106.0,0.0,0.0,3.367223798071272,5188.606700000001
15073789,San Francisco,CONDO,FOR_SALE,sqft,CA,no,Low,3.0,3.0,1985.0,7300.656,1995000.0,8043.0,94109.0,1764228.0,0.0,0.0,3.368097836029758,5190.619527999999
15066204,San Francisco,CONDO,FOR_SALE,sqft,CA,no,Low,2.0,2.0,930.0,5279.472,1099000.0,4494.0,94109.0,1066356.0,0.0,0.0,1.8329808712040625,2859.813136
15064576,San Francisco,SINGLE_FAMILY,FOR_SALE,sqft,CA,no,Low,8.0,6.0,7930.0,6651.612,9980000.0,55785.0,94109.0,18109243.0,0.0,0.0,16.941406924528803,25944.112706000004
15068810,San Francisco,CONDO,FOR_SALE,acres,CA,no,blank,1.0,1.0,616.0,0.434022039,625000.0,2749.0,94109.0,597200.0,0.0,0.0,1.0312018183255596,1625.2999562999998
15072131,San Francisco,CONDO,FOR_SALE,acres,CA,no,blank,2.0,3.0,1472.0,0.399747475,1745000.0,5996.0,94109.0,1684666.0,1687940000000.0,-50000.0,3.0357857440727765,4682.90245
